buyerId,investorId,buyerRisk,investorRisk,buyerBudgetMax,investorMaxDeal,locationMatch,matchScore
HB0094,INV0109,High,High,13334722,3193779,0,0.42
HB0127,INV0027,Low,High,17137215,5844797,0,0.32
HB0108,INV0266,Low,Medium,10979848,2690972,0,0.27
HB0105,INV0495,High,Medium,12201213,4750887,0,0.34
HB0108,INV0115,Low,Low,10979848,2478912,0,0.41
HB0082,INV0098,Medium,High,10961952,2426965,0,0.26
HB0497,INV0354,Medium,Medium,11585640,6704735,0,0.59
HB0135,INV0428,Low,High,11091652,3298121,0,0.3
HB0430,INV0013,Low,High,14985995,5853785,0,0.35
HB0090,INV0297,High,High,16606629,929488,0,0.33
HB0173,INV0272,Low,Medium,13258913,5791532,0,0.37
HB0099,INV0319,High,High,16004629,1741104,0,0.35
HB0255,INV0088,High,High,12153697,744214,1,0.53
HB0088,INV0060,High,Medium,14776300,1039585,0,0.19
HB0132,INV0493,Medium,Medium,16056768,4529771,0,0.44
HB0336,INV0342,Medium,Low,6698076,4410865,0,0.48
HB0310,INV0290,High,High,12668352,4118224,0,0.46
HB0316,INV0414,Medium,Low,13164088,4350760,0,0.32
HB0359,INV0010,Low,Medium,15901328,1250116,0,0.19
HB0147,INV0095,Low,Low,10180436,1181100,0,0.36
HB0069,INV0220,Low,High,13128896,1610574,0,0.21
HB0306,INV0432,High,Low,11326092,1769199,0,0.23
HB0246,INV0345,Low,Low,10947173,360192,0,0.32
HB0017,INV0176,Medium,Medium,17678964,5682662,1,0.66
HB0067,INV0014,High,Low,16412364,1829725,0,0.21
HB0157,INV0225,Medium,Medium,8105688,595249,1,0.54
HB0414,INV0056,Low,Low,12106179,2464811,0,0.4
HB0374,INV0377,High,Medium,13257876,3730887,0,0.29
HB0194,INV0378,Medium,Low,16436653,1664177,0,0.2
HB0407,INV0286,High,Medium,16194072,2179495,0,0.22
HB0078,INV0472,Medium,Medium,8747532,5943504,0,0.64
HB0231,INV0467,Low,Low,10645363,480489,0,0.32
HB0105,INV0013,High,High,12201213,5853785,0,0.54
HB0037,INV0079,Low,Medium,18013111,2396308,1,0.42
HB0153,INV0479,Low,Medium,13196799,3005680,0,0.26
HB0333,INV0400,High,High,17648182,1425599,0,0.34
HB0159,INV0172,Low,Low,15321446,9177542,0,0.6
HB0321,INV0474,Low,High,14355215,603568,0,0.17
HB0131,INV0224,High,Medium,15027378,716609,0,0.17
HB0443,INV0208,High,Low,10930724,3070601,0,0.29
HB0452,INV0057,Medium,Low,17571493,3546692,0,0.25
HB0136,INV0261,Low,Medium,17839691,1855379,0,0.2
HB0480,INV0231,High,Low,14246422,746652,0,0.18
HB0308,INV0142,Medium,Low,13650027,1125429,0,0.19
HB0108,INV0248,Low,Low,10979848,1424893,0,0.36
HB0356,INV0074,Medium,High,15172712,2953190,0,0.25
HB0020,INV0204,Medium,Medium,16573403,532108,0,0.32
HB0457,INV0084,Low,Medium,11910739,4406088,0,0.33
HB0105,INV0428,High,High,12201213,3298121,0,0.44
HB0226,INV0467,Medium,Low,8695228,480489,0,0.18
HB0474,INV0071,High,Medium,13158181,4782428,0,0.33
HB0257,INV0368,Medium,High,9480207,1371656,0,0.22
HB0299,INV0155,Medium,High,13208847,4188315,0,0.31
HB0099,INV0387,High,Medium,16004629,5805578,0,0.33
HB0245,INV0196,Medium,High,11267012,1606802,0,0.22
HB0182,INV0187,Medium,Low,9040043,3150398,0,0.32
HB0499,INV0355,Low,High,13831808,1359049,0,0.2
HB0426,INV0142,Medium,Low,18400466,1125429,0,0.18
HB0165,INV0036,Medium,Medium,18400740,1412482,0,0.34
HB0371,INV0205,Low,Medium,18480833,4188548,0,0.26
HB0087,INV0493,Medium,Medium,14543800,4529771,0,0.46
HB0442,INV0252,High,Medium,14682497,3847387,0,0.28
HB0453,INV0491,High,Low,17168772,1424094,0,0.19
HB0331,INV0227,High,Low,10062694,1969881,0,0.25
HB0303,INV0440,Low,Low,12429935,676709,0,0.33
HB0030,INV0018,Medium,Low,17358508,3372745,0,0.25
HB0393,INV0065,Low,Low,8859481,7989825,0,0.75
HB0462,INV0165,High,Medium,17898737,4509627,1,0.48
HB0066,INV0149,Low,High,15729878,1614363,0,0.2
HB0390,INV0301,Low,Medium,11896176,3107130,0,0.28
HB0448,INV0353,Low,Medium,16984289,5328337,0,0.31
HB0275,INV0117,Medium,Low,8000888,1303134,0,0.23
HB0145,INV0057,Low,Low,10729532,3546692,0,0.47
HB0373,INV0056,High,Low,9598794,2464811,0,0.28
HB0269,INV0345,Medium,Low,16504492,360192,0,0.16
HB0213,INV0232,Low,High,7801998,2518485,0,0.31
HB0406,INV0465,High,Low,13343681,7204810,0,0.42
HB0481,INV0343,Low,Low,6503873,438687,0,0.33
HB0251,INV0316,Medium,High,18666883,2429823,0,0.22
HB0271,INV0407,Medium,Low,11052605,3834856,0,0.32
HB0343,INV0305,Low,Medium,19422108,1844342,0,0.2
HB0307,INV0119,High,High,17453620,2081635,0,0.36
HB0409,INV0312,Medium,Low,14833101,1206687,0,0.19
HB0214,INV0021,Low,High,12992398,4668107,0,0.33
HB0403,INV0219,Low,High,17075347,2577129,0,0.23
HB0080,INV0358,Low,High,10239471,4952747,0,0.39
HB0348,INV0345,Medium,Low,10590356,360192,0,0.17
HB0196,INV0398,Low,Low,11043391,5807780,0,0.56
HB0061,INV0079,High,Medium,14629585,2396308,0,0.23
HB0482,INV0488,Medium,Low,14505128,626271,0,0.17
HB0271,INV0204,Medium,Medium,11052605,532108,0,0.32
HB0302,INV0293,High,High,16635595,2145596,0,0.36
HB0433,INV0348,Low,Medium,11482383,8355517,1,0.71
HB0228,INV0415,High,Low,13551344,2899420,0,0.26
HB0231,INV0090,Low,Low,10645363,6823195,0,0.62
HB0461,INV0360,High,Low,12454050,7147588,0,0.44
HB0079,INV0154,Low,Low,13815607,1269067,1,0.55
HB0094,INV0070,High,Low,13334722,1483079,0,0.21
HB0329,INV0421,Medium,Medium,8727428,468485,0,0.33
HB0344,INV0037,Low,Medium,18163060,1774831,0,0.2
HB0350,INV0271,Low,Low,10815247,1678373,0,0.38
HB0226,INV0054,Medium,Low,8695228,2543516,0,0.3
HB0354,INV0446,Low,Low,9540002,996845,1,0.55
HB0329,INV0195,Medium,Low,8727428,1072569,0,0.21
HB0248,INV0254,Low,High,11391059,431348,0,0.17
HB0400,INV0024,Low,Medium,7643979,6236921,0,0.56
HB0345,INV0261,High,Medium,13825965,1855379,0,0.22
HB0269,INV0316,Medium,High,16504492,2429823,0,0.22
HB0041,INV0069,Low,High,16135431,4787332,1,0.5
HB0045,INV0135,High,Medium,15323772,4327041,0,0.29
HB0108,INV0480,Low,High,10979848,4409373,0,0.35
HB0012,INV0104,High,Medium,18152602,3026136,0,0.23
HB0315,INV0144,Low,High,15779749,2764892,0,0.24
HB0459,INV0339,Low,High,12105939,1997036,0,0.23
HB0377,INV0426,High,Low,15074659,2792585,0,0.24
HB0467,INV0081,Low,Medium,10644692,1470197,0,0.22
HB0068,INV0256,Low,Medium,18321925,882180,0,0.17
HB0464,INV0003,High,Low,13832736,598310,0,0.17
HB0318,INV0245,Medium,High,7967755,6677674,0,0.57
HB0254,INV0380,Low,High,10366172,3632424,0,0.33
HB0089,INV0438,Medium,Medium,15454849,3838110,0,0.42
HB0152,INV0249,Low,Medium,15426489,2421948,0,0.23
HB0152,INV0277,Low,Low,15426489,4890146,0,0.46
HB0432,INV0362,High,High,8750290,3314121,1,0.69
HB0480,INV0067,High,Low,14246422,1909098,0,0.22
HB0065,INV0102,High,Medium,8442888,433810,0,0.18
HB0343,INV0201,Low,High,19422108,4363784,0,0.26
HB0305,INV0386,Medium,Medium,17003286,5335834,0,0.46
HB0044,INV0063,Medium,Low,11170124,2304244,0,0.25
HB0445,INV0301,Low,Medium,11966884,3107130,0,0.28
HB0386,INV0194,Low,High,15150837,733347,0,0.17
HB0309,INV0211,Low,Medium,11839201,1172136,0,0.2
HB0434,INV0427,Low,High,9386697,3239731,0,0.32
HB0203,INV0069,High,High,12261397,4787332,0,0.5
HB0078,INV0356,Medium,Low,8747532,1070275,1,0.41
HB0340,INV0124,Medium,Low,9888730,4841644,0,0.39
HB0374,INV0312,High,Low,13257876,1206687,0,0.2
HB0476,INV0045,High,High,8562265,2639994,0,0.45
HB0101,INV0081,Low,Medium,14004341,1470197,0,0.2
HB0447,INV0173,Low,Low,13389959,993074,0,0.34
HB0364,INV0179,Low,Medium,15638664,3794696,0,0.27
HB0410,INV0290,High,High,12047613,4118224,0,0.47
HB0201,INV0251,High,Medium,14229836,4922483,0,0.32
HB0143,INV0096,Low,Low,9720705,3784910,0,0.49
HB0151,INV0261,Low,Medium,17698404,1855379,1,0.4
HB0094,INV0058,High,High,13334722,3515860,0,0.43
HB0254,INV0124,Low,Low,10366172,4841644,0,0.53
HB0379,INV0238,Medium,Medium,10026286,2098825,0,0.4
HB0291,INV0062,Low,High,12702848,3231044,0,0.28
HB0179,INV0077,Medium,Medium,12299334,6054767,0,0.55
HB0128,INV0450,Medium,Medium,10682417,2279445,0,0.41
HB0228,INV0298,High,Low,13551344,330565,1,0.36
HB0268,INV0210,Low,Low,7685075,4831144,0,0.61
HB0427,INV0084,Low,Medium,15710679,4406088,0,0.29
HB0170,INV0183,High,High,11304984,5796919,0,0.56
HB0048,INV0224,Low,Medium,12410386,716609,0,0.18
HB0315,INV0261,Low,Medium,15779749,1855379,0,0.21
HB0077,INV0321,Low,Medium,16312190,1471806,0,0.2
HB0026,INV0438,High,Medium,12318856,3838110,0,0.31
HB0251,INV0294,Medium,Low,18666883,4168290,0,0.26
HB0434,INV0395,Low,High,9386697,5863753,0,0.46
HB0429,INV0420,Medium,High,13904004,8560835,0,0.46
HB0279,INV0259,Low,High,9619039,1685315,0,0.24
HB0261,INV0435,High,Low,16316737,709464,0,0.17
HB0239,INV0330,High,Low,16397985,586242,0,0.17
HB0064,INV0006,Low,Low,9739414,8617416,0,0.74
HB0249,INV0386,Medium,Medium,9039685,5335834,0,0.6
HB0082,INV0170,Medium,Medium,10961952,1451355,0,0.37
HB0111,INV0043,High,High,11222191,2789166,0,0.42
HB0387,INV0018,Medium,Low,11528928,3372745,1,0.5
HB0219,INV0475,Medium,High,16997069,5299126,0,0.31
HB0262,INV0422,Medium,High,14380036,3974263,0,0.29
HB0312,INV0203,High,Low,8289467,5177951,0,0.46
HB0365,INV0199,High,High,14248714,2330493,0,0.38
HB0291,INV0337,Low,Low,12702848,2747147,0,0.41
HB0287,INV0355,High,High,11204077,1359049,1,0.56
HB0420,INV0308,High,Medium,19705324,3717010,0,0.24
HB0052,INV0278,Low,Low,14443054,820367,1,0.53
HB0073,INV0206,Low,Low,13489762,513878,0,0.32
HB0244,INV0420,Medium,High,16140621,8560835,0,0.42
HB0239,INV0263,High,High,16397985,1536525,0,0.35
HB0291,INV0048,Low,Low,12702848,8399562,0,0.63
HB0450,INV0334,Medium,Low,11477858,5760792,0,0.4
HB0441,INV0372,Medium,Low,15515133,2906025,0,0.24
HB0051,INV0247,Low,High,9790249,3713404,0,0.34
HB0264,INV0137,Medium,Medium,13814206,875018,0,0.33
HB0295,INV0035,High,Low,10053933,1928337,0,0.25
HB0491,INV0035,Low,Low,16742648,1928337,0,0.36
HB0459,INV0079,Low,Medium,12105939,2396308,0,0.25
HB0027,INV0462,Medium,Medium,14181884,2473527,0,0.39
HB0235,INV0067,Medium,Low,16740150,1909098,0,0.21
HB0175,INV0155,Low,High,10782965,4188315,0,0.34
HB0447,INV0307,Low,Medium,13389959,2622489,0,0.25
HB0391,INV0371,Medium,High,9852469,4523719,0,0.38
HB0055,INV0468,High,High,14803256,431134,0,0.31
HB0307,INV0035,High,Low,17453620,1928337,0,0.21
HB0006,INV0098,High,High,13646848,2426965,0,0.39
HB0180,INV0069,Low,High,12313908,4787332,0,0.34
HB0286,INV0403,Medium,High,7212871,1903921,0,0.28
HB0056,INV0211,Medium,Medium,11774637,1172136,0,0.35
HB0102,INV0347,Low,Medium,7045395,3404832,0,0.39
HB0489,INV0428,High,High,17482437,3298121,0,0.39
HB0262,INV0387,Medium,Medium,14380036,5805578,0,0.5
HB0479,INV0151,High,Low,16965593,2843772,1,0.43
HB0380,INV0394,Low,High,17008534,1821607,0,0.2
HB0403,INV0046,Low,Low,17075347,2371637,0,0.37
HB0031,INV0146,Low,Medium,19418553,3088459,1,0.43
HB0500,INV0404,Medium,Medium,16989324,2705533,0,0.38
HB0091,INV0170,High,Medium,11421052,1451355,0,0.21
HB0390,INV0240,Low,Low,11896176,1931297,0,0.38
HB0368,INV0182,Medium,High,13121769,6796597,0,0.41
HB0004,INV0142,Medium,Low,15283380,1125429,1,0.39
HB0223,INV0468,Medium,High,14687928,431134,0,0.16
HB0468,INV0277,Low,Low,8118223,4890146,0,0.6
HB0113,INV0027,Medium,High,14814058,5844797,0,0.35
HB0343,INV0194,Low,High,19422108,733347,0,0.17
HB0431,INV0130,Medium,Medium,12067334,3128149,0,0.43
HB0125,INV0279,Low,Low,15329846,1390067,0,0.35
HB0202,INV0016,High,Medium,10805411,4025279,1,0.54
HB0165,INV0385,Medium,Low,18400740,5790381,0,0.31
HB0297,INV0134,Low,High,14965168,3844273,0,0.28
HB0420,INV0149,High,High,19705324,1614363,0,0.34
HB0379,INV0055,Medium,High,10026286,4090715,0,0.35
HB0220,INV0021,Medium,High,11712185,4668107,0,0.35
HB0406,INV0412,High,Low,13343681,3260246,0,0.27
HB0442,INV0338,High,High,14682497,587124,0,0.32
HB0063,INV0315,Low,Low,17920660,1052521,0,0.33
HB0283,INV0454,High,High,11822656,1680870,0,0.37
HB0276,INV0430,Medium,Low,16430383,1635519,0,0.2
HB0018,INV0162,High,Low,7881202,1447101,0,0.24
HB0086,INV0214,Low,Low,6777741,5499672,0,0.71
HB0277,INV0161,Low,Medium,6969349,3822022,0,0.42
HB0036,INV0032,Low,Low,13363111,1464481,1,0.55
HB0414,INV0414,Low,Low,12106179,4350760,0,0.48
HB0110,INV0105,High,Low,10183169,4223511,0,0.36
HB0389,INV0222,Medium,High,14079669,3173921,0,0.26
HB0375,INV0133,Medium,Medium,13658639,5799990,1,0.71
HB0044,INV0051,Medium,Low,11170124,574859,1,0.38
HB0211,INV0234,High,Low,16300092,5277170,0,0.31
HB0255,INV0300,High,Low,12153697,2522489,0,0.25
HB0167,INV0291,High,High,16011598,1807756,0,0.36
HB0483,INV0465,Medium,Low,9544021,7204810,0,0.53
HB0007,INV0006,Medium,Low,8626154,8617416,0,0.65
HB0462,INV0464,High,Medium,17898737,3565657,0,0.25
HB0404,INV0317,Medium,Low,18220553,376833,0,0.16
HB0381,INV0163,Medium,High,12637888,3043834,0,0.27
HB0251,INV0075,Medium,Medium,18666883,2180507,0,0.36
HB0221,INV0229,Low,Low,12245996,6592155,0,0.57
HB0064,INV0250,Low,Medium,9739414,4610251,0,0.39
HB0212,INV0243,Medium,Low,14852839,4088897,0,0.29
HB0352,INV0402,Medium,Low,10982927,3268710,0,0.3
HB0458,INV0489,Low,High,17629292,1853221,0,0.2
HB0318,INV0174,Medium,Low,7967755,1035720,0,0.21
HB0080,INV0167,Low,Low,10239471,3825786,0,0.49
HB0237,INV0259,Low,High,16190428,1685315,0,0.2
HB0397,INV0107,Low,Low,12290614,4920085,0,0.5
HB0011,INV0402,Medium,Low,12850018,3268710,0,0.28
HB0499,INV0243,Low,Low,13831808,4088897,0,0.45
HB0218,INV0382,High,Medium,9666887,4387777,0,0.38
HB0430,INV0017,Low,Low,14985995,2220473,0,0.37
HB0176,INV0027,High,High,7300044,5844797,0,0.7
HB0478,INV0180,Low,Medium,12209041,3529705,0,0.29
HB0424,INV0404,High,Medium,14971983,2705533,0,0.24
HB0117,INV0255,High,High,17220477,2550835,0,0.37
HB0293,INV0275,Medium,High,11260599,2801639,0,0.27
HB0086,INV0044,Low,Low,6777741,2596329,0,0.49
HB0464,INV0242,High,Low,13832736,1657780,0,0.21
HB0279,INV0468,Low,High,9619039,431134,0,0.17
HB0053,INV0219,Low,High,17318139,2577129,1,0.42
HB0266,INV0079,Medium,Medium,14517477,2396308,1,0.58
HB0408,INV0464,High,Medium,15743027,3565657,0,0.26
HB0478,INV0481,Low,Medium,12209041,1402328,0,0.21
HB0128,INV0128,Medium,Medium,10682417,2079603,0,0.4
HB0357,INV0267,Low,Low,13751323,1580125,0,0.36
HB0131,INV0403,High,High,15027378,1903921,0,0.36
HB0069,INV0154,Low,Low,13128896,1269067,0,0.35
HB0140,INV0335,Medium,Low,11675898,5140821,1,0.57
HB0003,INV0346,Medium,High,9133992,1062433,0,0.21
HB0174,INV0438,High,Medium,13587843,3838110,0,0.29
HB0470,INV0159,Low,Medium,15447686,4943769,0,0.31
HB0336,INV0405,Medium,High,6698076,8158717,0,0.54
HB0299,INV0352,Medium,Low,13208847,6359255,0,0.39
HB0447,INV0478,Low,High,13389959,1061711,0,0.19
HB0122,INV0286,Low,Medium,6922611,2179495,0,0.31
HB0452,INV0173,Medium,Low,17571493,993074,0,0.18
HB0037,INV0207,Low,High,18013111,565952,0,0.17
HB0060,INV0121,Low,High,17003070,5677674,0,0.32
HB0310,INV0029,High,Medium,12668352,2713895,0,0.26
HB0176,INV0399,High,High,7300044,9469744,0,0.65
HB0246,INV0499,Low,Low,10947173,4253488,0,0.49
HB0031,INV0427,Low,High,19418553,3239731,0,0.23
HB0363,INV0331,Medium,Low,8094672,1660893,0,0.25
HB0315,INV0462,Low,Medium,15779749,2473527,0,0.23
HB0246,INV0433,Low,High,10947173,2062214,0,0.24
HB0206,INV0280,Medium,High,12203461,7565441,0,0.46
HB0048,INV0307,Low,Medium,12410386,2622489,0,0.26
HB0062,INV0452,Low,Low,12468834,1118583,0,0.34
HB0396,INV0031,High,Low,7227302,7183106,0,0.65
HB0232,INV0209,Medium,High,12934174,1753093,0,0.22
HB0456,INV0084,Low,Medium,15959986,4406088,0,0.29
HB0058,INV0419,Medium,Medium,8204371,1361045,0,0.38
HB0116,INV0209,High,High,13702569,1753093,0,0.36
HB0036,INV0275,Low,High,13363111,2801639,0,0.25
HB0001,INV0243,Low,Low,15258374,4088897,1,0.63
HB0129,INV0221,Low,High,14037820,6157076,0,0.37
HB0414,INV0376,Low,Medium,12106179,1271091,0,0.2
HB0498,INV0077,Low,Medium,9349705,6054767,0,0.47
HB0250,INV0119,High,High,15031105,2081635,0,0.37
HB0454,INV0129,Low,High,9306228,630268,0,0.18
HB0203,INV0230,High,Low,12261397,5605909,0,0.38
HB0378,INV0310,High,Medium,13785633,2451170,0,0.24
HB0231,INV0058,Low,High,10645363,3515860,0,0.32
HB0026,INV0445,High,Medium,12318856,2036523,0,0.23
HB0225,INV0296,Low,High,7006597,3136516,0,0.37
HB0148,INV0494,Low,High,14758630,6141338,0,0.36
HB0200,INV0084,Low,Medium,12751242,4406088,0,0.32
HB0263,INV0078,High,High,10395874,2435598,0,0.42
HB0442,INV0405,High,High,14682497,8158717,0,0.58
HB0256,INV0322,Medium,High,12425053,1627716,0,0.22
HB0070,INV0451,High,Medium,10144818,1035342,0,0.2
HB0225,INV0217,Low,High,7006597,3151945,1,0.57
HB0274,INV0329,Medium,Low,18055319,5721494,0,0.31
HB0270,INV0398,High,Low,12572129,5807780,0,0.38
HB0215,INV0392,Medium,High,13606288,697709,0,0.18
HB0168,INV0277,Low,Low,8845191,4890146,0,0.58
HB0325,INV0385,High,Low,12060190,5790381,0,0.39
HB0491,INV0219,Low,High,16742648,2577129,0,0.23
HB0262,INV0198,Medium,High,14380036,3794910,0,0.28
HB0206,INV0460,Medium,Medium,12203461,2814814,0,0.42
HB0236,INV0275,Medium,High,7200339,2801639,1,0.54
HB0101,INV0461,Low,Medium,14004341,320397,0,0.16
HB0185,INV0004,Medium,Medium,11622708,7361657,0,0.62
HB0374,INV0257,High,Medium,13257876,1946845,0,0.22
HB0327,INV0278,High,Low,10562824,820367,0,0.19
HB0160,INV0149,Low,High,10952591,1614363,0,0.22
HB0475,INV0079,High,Medium,15582596,2396308,0,0.23
HB0218,INV0218,High,Medium,9666887,5477349,0,0.43
HB0451,INV0460,Medium,Medium,9138538,2814814,0,0.45
HB0160,INV0047,Low,Low,10952591,5765276,0,0.56
HB0196,INV0203,Low,Low,11043391,5177951,0,0.53
HB0082,INV0441,Medium,Medium,10961952,1035270,1,0.55
HB0054,INV0133,Low,Medium,12777855,5799990,1,0.58
HB0049,INV0270,Low,High,17180462,2208294,0,0.21
HB0387,INV0065,Medium,Low,11528928,7989825,0,0.5
HB0360,INV0163,High,High,9872372,3043834,0,0.45
HB0362,INV0181,Low,Medium,16024533,848173,0,0.18
HB0495,INV0304,Medium,Medium,16246732,2488985,0,0.38
HB0187,INV0268,Low,Medium,13640053,607204,0,0.17
HB0428,INV0156,Low,Medium,16306351,422472,0,0.16
HB0177,INV0411,High,High,14704525,2067984,0,0.37
HB0386,INV0019,Low,High,15150837,4089371,0,0.28
HB0191,INV0169,High,Medium,9967488,2017744,0,0.25
HB0328,INV0197,High,Medium,14207405,1083419,0,0.19
HB0203,INV0172,High,Low,12261397,9177542,0,0.52
HB0082,INV0317,Medium,Low,10961952,376833,0,0.17
HB0295,INV0433,High,High,10053933,2062214,0,0.4
HB0062,INV0461,Low,Medium,12468834,320397,0,0.16
HB0262,INV0072,Medium,High,14380036,816028,0,0.18
HB0160,INV0464,Low,Medium,10952591,3565657,0,0.31
HB0290,INV0173,Low,Low,12853162,993074,0,0.34
HB0029,INV0007,High,Low,9835094,4009159,0,0.35
HB0219,INV0115,Medium,Low,16997069,2478912,1,0.42
HB0374,INV0304,High,Medium,13257876,2488985,0,0.24
HB0049,INV0156,Low,Medium,17180462,422472,0,0.16
HB0009,INV0016,Medium,Medium,10662748,4025279,0,0.49
HB0076,INV0299,High,Low,14170043,6139877,0,0.37
HB0352,INV0269,Medium,Medium,10982927,5404328,0,0.55
HB0445,INV0101,Low,High,11966884,4730639,0,0.35
HB0324,INV0375,High,High,13612204,3311108,0,0.42
HB0018,INV0087,High,High,7881202,5216989,0,0.63
HB0074,INV0476,High,Low,11477940,4264226,0,0.34
HB0115,INV0017,Medium,Low,8613389,2220473,0,0.28
HB0499,INV0272,Low,Medium,13831808,5791532,0,0.36
HB0229,INV0210,Low,Low,11694828,4831144,0,0.51
HB0046,INV0014,High,Low,17336160,1829725,0,0.2
HB0117,INV0019,High,High,17220477,4089371,0,0.42
HB0201,INV0383,High,Medium,14229836,2453606,0,0.24
HB0191,INV0388,High,High,9967488,693621,0,0.33
HB0327,INV0467,High,Low,10562824,480489,0,0.17
HB0299,INV0110,Medium,High,13208847,5037235,0,0.34
HB0383,INV0296,Low,High,7774625,3136516,1,0.55
HB0085,INV0293,Low,High,15512003,2145596,0,0.22
HB0157,INV0160,Medium,High,8105688,1152052,0,0.22
HB0457,INV0136,Low,Low,11910739,388609,0,0.32
HB0083,INV0438,Low,Medium,7899162,3838110,0,0.39
HB0386,INV0329,Low,Low,15150837,5721494,1,0.69
HB0041,INV0208,Low,Low,16135431,3070601,0,0.4
HB0045,INV0347,High,Medium,15323772,3404832,0,0.26
HB0180,INV0097,Low,High,12313908,8251398,0,0.49
HB0480,INV0392,High,High,14246422,697709,1,0.52
HB0478,INV0253,Low,Low,12209041,3990503,0,0.46
HB0221,INV0477,Low,Low,12245996,3083383,0,0.43
HB0223,INV0060,Medium,Medium,14687928,1039585,0,0.34
HB0201,INV0390,High,Low,14229836,4020908,0,0.29
HB0315,INV0259,Low,High,15779749,1685315,0,0.2
HB0016,INV0404,Medium,Medium,17358598,2705533,0,0.38
HB0199,INV0487,Low,Low,15063952,2463545,0,0.38
HB0302,INV0131,High,Medium,16635595,5276886,0,0.31
HB0128,INV0187,Medium,Low,10682417,3150398,1,0.5
HB0040,INV0120,Low,High,12318329,726368,0,0.18
HB0326,INV0322,Low,High,17082083,1627716,0,0.2
HB0347,INV0183,Low,High,19463674,5796919,0,0.3
HB0449,INV0110,Low,High,17106075,5037235,0,0.3
HB0155,INV0383,Low,Medium,8391510,2453606,0,0.3
HB0090,INV0402,High,Low,16606629,3268710,0,0.25
HB0390,INV0444,Low,High,11896176,790762,0,0.18
HB0095,INV0109,Medium,High,11789648,3193779,1,0.49
HB0033,INV0068,High,Medium,15787153,3074160,0,0.25
HB0221,INV0256,Low,Medium,12245996,882180,1,0.39
HB0356,INV0133,Medium,Medium,15172712,5799990,0,0.49
HB0320,INV0191,Low,Low,13183714,988056,0,0.34
HB0137,INV0012,High,Low,11523473,1185810,0,0.2
HB0306,INV0486,High,Medium,11326092,931821,0,0.19
HB0201,INV0339,High,High,14229836,1997036,0,0.37
HB0364,INV0033,Low,Low,15638664,3513896,0,0.41
HB0383,INV0490,Low,High,7774625,2698905,0,0.32
HB0433,INV0187,Low,Low,11482383,3150398,0,0.44
HB0110,INV0326,High,High,10183169,1543478,0,0.38
HB0488,INV0340,Medium,Medium,7894191,1859538,0,0.42
HB0188,INV0205,High,Medium,16830792,4188548,0,0.27
HB0042,INV0068,High,Medium,9559100,3074160,0,0.31
HB0451,INV0009,Medium,Low,9138538,1931804,0,0.26
HB0320,INV0394,Low,High,13183714,1821607,0,0.22
HB0094,INV0003,High,Low,13334722,598310,0,0.17
HB0079,INV0079,Low,Medium,13815607,2396308,0,0.24
HB0068,INV0290,Low,High,18321925,4118224,0,0.26
HB0447,INV0348,Low,Medium,13389959,8355517,0,0.46
HB0085,INV0463,Low,Medium,15512003,2294516,0,0.22
HB0078,INV0130,Medium,Medium,8747532,3128149,0,0.48
HB0011,INV0358,Medium,High,12850018,4952747,0,0.34
HB0208,INV0143,Medium,Low,15395280,890075,0,0.18
HB0432,INV0027,High,High,8750290,5844797,1,0.83
HB0280,INV0176,Low,Medium,11299179,5682662,0,0.4
HB0123,INV0351,Medium,High,17294457,2857125,0,0.23
HB0143,INV0346,Low,High,9720705,1062433,0,0.2
HB0405,INV0466,High,Medium,15401790,604233,0,0.17
HB0352,INV0178,Medium,Medium,10982927,4428799,1,0.7
HB0244,INV0444,Medium,High,16140621,790762,0,0.17
HB0153,INV0189,Low,Medium,13196799,1151588,0,0.19
HB0001,INV0060,Low,Medium,15258374,1039585,1,0.38
HB0118,INV0280,Medium,High,16357188,7565441,0,0.38
HB0400,INV0088,Low,High,7643979,744214,0,0.2
HB0174,INV0077,High,Medium,13587843,6054767,0,0.37
HB0077,INV0007,Low,Low,16312190,4009159,0,0.42
HB0397,INV0078,Low,High,12290614,2435598,0,0.25
HB0487,INV0400,Medium,High,10485267,1425599,0,0.22
HB0037,INV0421,Low,Medium,18013111,468485,0,0.16
HB0328,INV0294,High,Low,14207405,4168290,0,0.3
HB0005,INV0128,Medium,Medium,12574735,2079603,0,0.38
HB0209,INV0441,Low,Medium,13201214,1035270,0,0.19
HB0250,INV0371,High,High,15031105,4523719,0,0.45
HB0385,INV0357,Medium,Medium,15800582,2459017,0,0.38
HB0392,INV0497,Medium,Low,14933627,8009677,0,0.42
HB0087,INV0289,Medium,Medium,14543800,2103709,0,0.37
HB0481,INV0118,Low,Low,6503873,2131735,0,0.46
HB0002,INV0468,Medium,High,11897193,431134,0,0.17
HB0098,INV0188,Medium,Medium,7500712,4847218,0,0.62
HB0489,INV0287,High,High,17482437,5330834,0,0.45
HB0351,INV0399,High,High,7868253,9469744,0,0.7
HB0429,INV0342,Medium,Low,13904004,4410865,0,0.31
HB0242,INV0155,Medium,High,17112493,4188315,0,0.27
HB0021,INV0207,High,High,15398386,565952,0,0.32
HB0486,INV0296,High,High,15616840,3136516,0,0.4
HB0417,INV0209,High,High,8914932,1753093,0,0.4
HB0446,INV0215,Medium,Medium,15987129,4267098,1,0.63
HB0475,INV0144,High,High,15582596,2764892,0,0.39
HB0300,INV0459,Low,Low,17651233,4059458,0,0.41
