Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool,Price_per_SqFt,Area_per_Bedroom,Amenity_Score
33500000,2000,Sanpada,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1,16750.0,500.0,12
14400000,860,Sanpada,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,16744.18604651163,430.0,12
9199000,600,Sanpada,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,15331.666666666666,600.0,12
6448999,910,Thane West,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7086.812087912088,910.0,12
14000000,1100,Malad West,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,12727.272727272728,550.0,7
9500000,700,Malad West,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,13571.42857142857,700.0,10
9800000,610,Kurla,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,16065.573770491803,610.0,11
25500000,1900,Belapur,3,0,1,1,0,0,0,0,1,1,0,0,0,0,1,13421.052631578947,633.3333333333334,5
26000000,1500,Borivali West,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,17333.333333333332,500.0,4
18000000,700,Andheri East,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,25714.285714285714,350.0,10
4300000,700,Kharghar,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,6142.857142857143,700.0,6
14000000,1050,Powai,2,0,1,1,1,0,1,1,1,1,0,0,1,1,1,13333.333333333334,525.0,10
14500000,1100,Chembur,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13181.818181818182,550.0,1
36100000,2065,Bhandup West,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,17481.8401937046,688.3333333333334,12
55599999,3181,Bhandup West,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,17478.77994341402,795.25,12
9499000,499,Chembur,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,19036.072144288577,499.0,9
16900000,904,Chembur,2,1,1,1,1,0,1,1,1,1,1,0,1,0,1,18694.690265486726,452.0,10
6000000,950,Dombivli (West),2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,6315.789473684211,475.0,7
2249000,510,Dombivali,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4409.803921568628,510.0,13
6700000,925,Kalamboli,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,7243.243243243243,462.5,11
16500000,1100,Vikroli East,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15000.0,550.0,1
15900000,826,Sion,2,1,1,1,1,0,1,1,1,1,0,0,1,0,0,19249.394673123486,413.0,8
11900000,538,Sion,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,22118.95910780669,538.0,8
22200000,742,Mulund West,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,29919.13746630728,371.0,11
20900000,697,Mulund West,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,29985.652797704446,348.5,11
19900000,664,Mulund West,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,29969.87951807229,332.0,11
19800000,663,Mulund West,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,29864.25339366516,331.5,11
19800000,661,Mulund West,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,29954.614220877458,330.5,11
28800000,963,Mulund West,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,29906.542056074766,321.0,11
30500000,1017,Mulund West,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,29990.167158308752,339.0,11
11200000,1150,Ulwe,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,9739.130434782608,575.0,5
37400000,3400,Ulwe,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,11000.0,850.0,4
45199999,1850,Kandivali East,4,1,1,1,1,0,1,1,1,1,0,1,1,1,1,24432.43189189189,462.5,11
4000000,665,Kalyan West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6015.037593984963,665.0,0
4000000,665,Kalyan West,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,6015.037593984963,665.0,6
13500000,850,Borivali East,2,0,0,1,0,0,1,0,0,1,1,0,1,0,0,15882.35294117647,425.0,5
25400000,1900,Belapur,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,13368.421052631578,633.3333333333334,4
94900000,2255,Bandra West,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,42084.25720620843,751.6666666666666,12
52400000,1182,Bandra West,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,44331.64128595601,591.0,12
19400000,1150,Powai,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,16869.565217391304,575.0,12
12100000,1215,Ulwe,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,9958.847736625514,607.5,4
3424000,845,Titwala,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,4052.0710059171597,422.5,3
33400000,2950,Ulwe,4,1,1,1,0,0,0,1,1,1,0,0,0,0,1,11322.033898305084,737.5,6
2582000,670,Titwala,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,3853.731343283582,670.0,3
17400000,885,Powai,2,0,1,1,1,0,1,1,1,1,0,0,1,1,1,19661.01694915254,442.5,10
10500000,645,Kandivali East,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,16279.06976744186,645.0,7
22500000,1800,Belapur,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1,12500.0,600.0,6
11399999,650,Powai,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,17538.46,650.0,8
15900000,1090,Belapur,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,14587.155963302752,545.0,5
2300000,575,Nala Sopara,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,4000.0,575.0,8
20000000,1164,Malad East,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1,17182.13058419244,582.0,9
22500000,1500,Sanpada,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,15000.0,500.0,12
40000000,1820,Goregaon East,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1,21978.021978021978,910.0,9
18900000,1435,Goregaon West,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13170.731707317073,478.3333333333333,0
10200000,720,Kandivali West,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,14166.666666666666,360.0,3
28700000,1600,Powai,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1,17937.5,533.3333333333334,12
11500000,650,Mulund East,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,17692.30769230769,650.0,6
22500000,1650,Sanpada,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,13636.363636363636,550.0,11
9100000,1168,Kamothe,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,7791.095890410959,584.0,4
8000000,935,Kalyan West,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,8556.14973262032,467.5,4
19500000,1120,Powai,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,17410.714285714286,560.0,12
9000000,560,Borivali East,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,16071.42857142857,560.0,9
8500000,560,Kandivali East,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,15178.57142857143,560.0,3
17900000,1250,Goregaon West,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,14320.0,625.0,7
8500000,570,Kandivali East,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,14912.280701754386,570.0,3
8000000,495,Kandivali East,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16161.61616161616,495.0,1
5300000,500,Thane West,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,10600.0,500.0,9
18000000,980,Mulund East,2,0,1,1,0,0,0,1,1,1,0,1,1,0,0,18367.34693877551,490.0,7
8500000,1150,Mira Road East,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,7391.304347826087,575.0,4
7050000,890,Mira Road East,2,0,1,1,1,1,0,1,1,1,1,1,0,0,1,7921.348314606742,445.0,10
3900000,625,Ambernath East,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,6240.0,625.0,10
3800000,685,Karanjade,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5547.445255474453,685.0,1
3800000,685,Karanjade,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5547.445255474453,685.0,0
11200000,1130,Thane West,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9911.504424778761,565.0,12
2360000,546,Taloja,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,4322.344322344323,546.0,8
5500000,695,Kalyan West,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,7913.669064748202,695.0,11
2320000,570,Taloja,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,4070.1754385964914,570.0,8
3900000,695,Kalyan West,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5611.510791366906,695.0,2
8000000,1140,Kalyan West,2,0,1,1,0,0,0,1,1,1,0,0,1,0,0,7017.543859649123,570.0,6
2600000,650,Titwala,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4000.0,650.0,1
4500000,700,Kalyan West,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,6428.571428571428,700.0,9
8000000,1095,Kalyan West,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,7305.936073059361,547.5,4
9900000,1495,Kalyan West,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,6622.0735785953175,498.3333333333333,4
4000000,960,Titwala,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1,4166.666666666667,480.0,9
6000000,945,Kalyan West,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6349.206349206349,472.5,3
8600000,865,Kalyan West,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9942.196531791908,432.5,3
2500000,421,Kalyan West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5938.242280285036,421.0,0
2000000,640,Ambivli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125.0,640.0,0
4500000,585,Kalyan West,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7692.307692307692,585.0,1
3800000,595,Kalyan West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6386.55462184874,595.0,0
4500000,890,Kalyan West,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5056.179775280899,445.0,3
3500000,550,Kalyan West,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6363.636363636364,550.0,3
5200000,880,Kalyan West,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1,5909.090909090909,440.0,6
5200000,695,Kalyan West,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,7482.014388489209,695.0,11
2640000,560,Taloja,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,4714.285714285715,560.0,8
4000000,665,Kalyan West,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,6015.037593984963,665.0,4
6500000,600,Thane West,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,10833.333333333334,600.0,11
8600000,900,Thane West,2,0,1,1,1,0,1,1,1,1,0,1,1,1,1,9555.555555555555,450.0,11
63900000,2780,Andheri West,4,1,1,1,1,0,1,1,1,1,1,1,0,1,1,22985.61151079137,695.0,11
51900000,2260,Andheri West,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,22964.601769911504,753.3333333333334,11
47600000,2070,Andheri West,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,22995.169082125605,690.0,11
14500000,696,Chembur,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,20833.333333333332,348.0,4
9600000,503,Chembur,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,19085.48707753479,251.5,4
9400000,495,Chembur,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,18989.89898989899,495.0,4
9200000,473,Chembur,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,19450.317124735728,473.0,4
9700000,506,Chembur,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,19169.9604743083,253.0,4
14600000,698,Chembur,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,20916.905444126074,349.0,4
10200000,786,Mira Road East,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,12977.099236641221,262.0,11
5099000,384,Mira Road East,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,13278.645833333334,384.0,11
7298999,538,Mira Road East,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,13566.912639405204,269.0,11
46000000,1040,Lower Parel,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,44230.769230769234,1040.0,7
8999000,950,Thane West,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,9472.631578947368,475.0,11
9000000,950,Thane West,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,9473.684210526315,475.0,11
9250000,1232,Mira Road East,2,1,1,1,1,1,0,1,1,1,1,1,0,0,1,7508.116883116883,616.0,10
8500000,1385,Mira Road East,3,0,1,1,1,0,1,0,0,0,0,0,0,1,1,6137.184115523466,461.6666666666667,6
8300000,1120,Kalyan West,2,0,1,1,1,0,1,0,1,0,0,0,0,1,1,7410.714285714285,560.0,7
34000000,1864,Andheri West,3,1,1,0,1,1,1,1,1,0,0,1,0,0,1,18240.343347639486,621.3333333333334,8
22300000,1450,Andheri East,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1,15379.310344827587,483.3333333333333,9
10600000,1160,Thane West,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,9137.931034482759,580.0,11
23200000,1264,Andheri West,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,18354.430379746835,632.0,10
23200000,1264,Andheri West,2,1,1,0,1,1,1,1,1,0,0,1,0,0,1,18354.430379746835,632.0,8
2350000,390,Kalyan West,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,6025.641025641025,390.0,5
21500000,1450,Andheri East,3,1,1,1,1,0,1,1,1,1,1,0,0,1,1,14827.586206896553,483.3333333333333,10
2500000,390,Kalyan West,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6410.25641025641,390.0,1
4000000,665,Kalyan West,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,6015.037593984963,665.0,9
4000000,665,Kalyan West,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,6015.037593984963,665.0,7
7500000,500,Dahisar West,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15000.0,500.0,1
9600000,650,Borivali West,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,14769.23076923077,650.0,3
9100000,650,Dahisar,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,14000.0,650.0,9
20000000,980,Borivali West,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,20408.163265306124,980.0,6
9000000,580,Borivali West,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,15517.241379310344,580.0,6
7500000,550,Chembur,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13636.363636363636,550.0,1
8500000,550,Thane West,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,15454.545454545454,550.0,11
12100000,1240,Kharghar,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,9758.064516129032,620.0,11
9800000,659,Goregaon East,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,14871.016691957511,659.0,9
13500000,1375,Kharghar,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1,9818.181818181818,458.3333333333333,9
9199000,1065,Kharghar,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1,8637.558685446009,532.5,9
6400000,670,Kharghar,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,9552.23880597015,670.0,9
2350000,390,Kalyan West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6025.641025641025,390.0,0
23500000,1250,Nerul,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,18800.0,1250.0,9
22000000,1125,Seawoods,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,19555.555555555555,1125.0,11
19200000,1231,Seawoods,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,15597.075548334687,1231.0,11
27500000,1650,Seawoods,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1,16666.666666666668,825.0,9
8100000,500,Kurla,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,16200.0,500.0,7
9100000,1110,Kalyan West,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,8198.198198198199,555.0,11
7600000,956,Mira Road East,2,0,1,1,1,1,0,1,1,1,1,1,0,0,1,7949.79079497908,478.0,10
7450000,956,Mira Road East,2,0,1,1,1,1,0,1,1,1,1,1,0,0,1,7792.887029288703,478.0,10
7100000,890,Mira Road East,2,0,1,1,1,1,0,1,1,1,1,1,0,0,1,7977.528089887641,445.0,10
5100000,760,Kalyan West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6710.526315789473,760.0,0
5100000,760,Kalyan West,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,6710.526315789473,760.0,3
9000000,1200,Kalyan West,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,7500.0,600.0,3
4600000,695,Kalyan West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6618.705035971223,695.0,0
13500000,500,Powai,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,27000.0,500.0,7
9500000,1050,Thane West,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1,9047.619047619048,525.0,7
6000000,675,Thane West,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,8888.888888888889,675.0,7
9300000,1240,Kharghar,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,7500.0,620.0,11
13500000,1680,Kharghar,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1,8035.714285714285,560.0,11
3299000,950,Taloja,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1,3472.6315789473683,475.0,10
3799000,850,Taloja,2,1,1,1,0,0,0,0,1,0,0,1,0,0,1,4469.411764705882,425.0,5
4100000,670,Dombivali,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,6119.4029850746265,670.0,12
14000000,800,Borivali East,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,17500.0,400.0,3
9000000,650,Kandivali East,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,13846.153846153846,650.0,3
8900000,1065,Kharghar,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1,8356.80751173709,532.5,6
4602000,550,Panvel,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,8367.272727272728,550.0,8
6600000,750,Panvel,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1,8800.0,375.0,6
7500000,750,Panvel,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1,10000.0,375.0,6
5850000,500,Thane West,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,11700.0,500.0,11
5500000,500,Thane West,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,11000.0,500.0,7
5500000,480,Thane West,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,11458.333333333334,480.0,9
6400000,550,Thane West,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,11636.363636363636,550.0,11
13000000,713,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,18232.819074333802,356.5,9
15500000,828,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,18719.806763285025,414.0,9
14000000,811,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,17262.63871763255,405.5,9
15800000,848,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,18632.075471698114,424.0,9
22000000,1234,Thane West,3,1,1,1,1,0,1,1,1,0,1,0,0,1,1,17828.200972447325,411.3333333333333,9
13000000,698,Thane West,2,1,1,1,1,0,1,1,1,0,1,0,0,1,1,18624.64183381089,349.0,9
10000000,1050,Mira Road East,2,0,1,1,0,0,0,1,0,1,1,1,0,1,0,9523.809523809523,525.0,7
4700000,700,Taloja,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,6714.285714285715,700.0,8
10000000,750,Ghatkopar West,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13333.333333333334,750.0,1
4000000,660,Taloja,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,6060.606060606061,660.0,11
6500000,508,Thane West,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,12795.27559055118,508.0,10
32500000,1130,Ville Parle East,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28761.061946902653,376.6666666666667,0
32500000,1130,Ville Parle East,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28761.061946902653,376.6666666666667,1
30000000,980,Ville Parle East,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30612.244897959183,490.0,0
60000000,1491,Goregaon East,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,40241.44869215292,497.0,10
43000000,1367,Goregaon East,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,31455.742501828823,455.6666666666667,10
62500000,1890,Ville Parle East,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33068.78306878307,472.5,0
62500000,1890,Ville Parle East,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,33068.78306878307,472.5,2
15000000,1290,Mira Road East,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,11627.906976744185,645.0,11
4000000,680,Ulwe,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,5882.35294117647,680.0,9
2500000,555,Nala Sopara,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4504.504504504504,555.0,2
72500000,3700,Worli,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19594.594594594593,1233.3333333333333,13
2300000,578,Nala Sopara,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3979.2387543252594,578.0,2
2600000,585,Nala Sopara,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,4444.444444444444,585.0,9
32500000,840,Ville Parle East,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,38690.47619047619,420.0,3
5800000,1050,Mira Road East,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5523.809523809524,525.0,3
2400000,550,Nala Sopara,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,4363.636363636364,550.0,10
80000000,2660,Ville Parle East,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30075.187969924813,665.0,1
47500000,1509,Vile Parle West,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,31477.799867461894,503.0,2
33500000,1073,Vile Parle West,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,31220.876048462254,536.5,2
10000000,1150,Mira Road East,2,0,1,1,1,0,0,1,0,1,0,0,0,1,0,8695.652173913044,575.0,6
6500000,650,Mira Road East,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,10000.0,650.0,8
5700000,1050,Mira Road East,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5428.571428571428,525.0,0
5600000,850,Mira Road East,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1,6588.235294117647,425.0,9
4800000,800,Kalyan West,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,6000.0,400.0,9
3200000,580,Kalyan West,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,5517.241379310345,580.0,9
3200000,577,Kalyan West,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,5545.927209705373,577.0,9
3200000,600,Kalyan West,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,5333.333333333333,600.0,7
3800000,650,Kalyan West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5846.153846153846,650.0,2
3400000,650,Kalyan West,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5230.7692307692305,650.0,2
5200000,1000,Kalyan West,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,5200.0,500.0,9
5675000,982,Kalyan West,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,5779.022403258656,491.0,9
5650000,1000,Kalyan West,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,5650.0,500.0,9
3200000,577,Kalyan West,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,5545.927209705373,577.0,7
27500000,960,Juhu,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,28645.833333333332,480.0,2
4200000,520,Thane West,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,8076.923076923077,520.0,12
12000000,1000,Thane West,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,12000.0,500.0,11
9000000,900,Thane West,2,0,1,1,0,0,0,1,1,1,1,1,0,1,1,10000.0,450.0,9
8600000,1065,Thane West,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,8075.117370892019,532.5,12
8200000,1065,Thane West,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,7699.530516431925,532.5,12
6650000,750,Thane West,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,8866.666666666666,750.0,12
9500000,1065,Thane West,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,8920.18779342723,532.5,11
5000000,528,Thane West,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,9469.69696969697,528.0,12
56000000,1960,Ville Parle East,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,28571.428571428572,490.0,1
28000000,980,Ville Parle East,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,28571.428571428572,490.0,1
27900000,1865,Bhandup West,3,1,1,0,1,0,1,1,0,0,1,1,0,1,1,14959.785522788205,621.6666666666666,8
14800000,1055,Kanjurmarg,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,14028.436018957345,527.5,11
19900000,1421,Kanjurmarg,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,14004.222378606615,473.6666666666667,11
15900000,1200,Bhandup West,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1,13250.0,600.0,7
9500000,925,Koper Khairane,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10270.27027027027,462.5,1
45000000,1505,Santacruz East,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,29900.332225913622,376.25,3
3950000,850,Naigaon East,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4647.058823529412,425.0,2
3500000,770,Naigaon East,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4545.454545454545,385.0,2
8400000,1150,Ulwe,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7304.347826086957,575.0,2
6800000,1098,Dombivali,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,6193.078324225865,549.0,11
8000000,1098,Dombivali,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,7285.974499089253,1098.0,7
27500000,1350,Kandivali East,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20370.37037037037,450.0,0
35000000,1400,Ville Parle East,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000.0,466.6666666666667,0
12000000,950,Sanpada,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12631.578947368422,475.0,0
7250000,1300,Panvel,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,5576.923076923077,650.0,11
10000000,320,Ville Parle East,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31250.0,320.0,0
10000000,320,Ville Parle East,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31250.0,320.0,1
6700000,675,Mira Road East,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,9925.925925925925,675.0,8
13899999,538,Kanjurmarg,2,1,1,0,0,0,0,1,1,0,0,1,0,0,1,25836.42936802974,269.0,5
